takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set
FALSE,FALSE,non-alternating,3,3,Mary reported the man from work the information,Mary reported the information to the man from work,def,2,longDefinite,2556,84
FALSE,FALSE,non-alternating,3,3,John reported a man from work the information,John reported the information to a man from work,def,2,longIndefinite,2557,35
FALSE,FALSE,non-alternating,3,3,John reported her the information,John reported the information to her,def,2,pronoun,2558,85
FALSE,FALSE,non-alternating,3,3,Mary reported the woman the information,Mary reported the information to the woman,def,2,shortDefinite,2559,36
FALSE,FALSE,non-alternating,3,3,Linda reported a woman the information,Linda reported the information to a woman,def,2,shortIndefinite,2560,87
FALSE,FALSE,non-alternating,3,3,Juan reported the man who was from work an idea,Juan reported an idea to the man who was from work,indef,3,longDefinite,2561,37
FALSE,FALSE,non-alternating,3,3,Juan reported a man who was from work an idea,Juan reported an idea to a man who was from work,indef,3,longIndefinite,2562,88
FALSE,FALSE,non-alternating,3,3,Mary reported him an idea,Mary reported an idea to him,indef,3,pronoun,2563,39
FALSE,FALSE,non-alternating,3,3,Juan reported the woman an idea,Juan reported an idea to the woman,indef,3,shortDefinite,2564,89
FALSE,FALSE,non-alternating,3,3,Alice reported a woman an idea,Alice reported an idea to a woman,indef,3,shortIndefinite,2565,40
FALSE,FALSE,non-alternating,3,3,Michael reported the man who was wearing the hat some numbers,Michael reported some numbers to the man who was wearing the hat,indef,4,longDefinite,2566,90
FALSE,FALSE,non-alternating,3,3,Michael reported a man who was from work some numbers,Michael reported some numbers to a man who was from work,indef,4,longIndefinite,2567,41
FALSE,FALSE,non-alternating,3,3,Michael reported her some numbers,Michael reported some numbers to her,indef,4,pronoun,2568,92
FALSE,FALSE,non-alternating,3,3,Mary reported the man some numbers,Mary reported some numbers to the man,indef,4,shortDefinite,2569,42
FALSE,FALSE,non-alternating,3,3,John reported a woman some numbers,John reported some numbers to a woman,indef,4,shortIndefinite,2570,93
FALSE,FALSE,non-alternating,3,3,Linda reported the woman who was wearing the hat something,Linda reported something to the woman who was wearing the hat,something,5,longDefinite,2571,44
FALSE,FALSE,non-alternating,3,3,Juan reported a woman wearing a hat something,Juan reported something to a woman wearing a hat,something,5,longIndefinite,2572,94
FALSE,FALSE,non-alternating,3,3,John reported her something,John reported something to her,something,5,pronoun,2573,45
FALSE,FALSE,non-alternating,3,3,Michael reported the woman something,Michael reported something to the woman,something,5,shortDefinite,2574,95
FALSE,FALSE,non-alternating,3,3,Alice reported a woman something,Alice reported something to a woman,something,5,shortIndefinite,2575,46
FALSE,FALSE,non-alternating,4,4,Michael explained the woman wearing the hat the problem,Michael explained the problem to the woman wearing the hat,def,1,longDefinite,2576,97
FALSE,FALSE,non-alternating,4,4,Juan explained a man who was wearing a hat the problem,Juan explained the problem to a man who was wearing a hat,def,1,longIndefinite,2577,47
FALSE,FALSE,non-alternating,4,4,Maria explained him the problem,Maria explained the problem to him,def,1,pronoun,2578,98
FALSE,FALSE,non-alternating,4,4,Juan explained the woman the problem,Juan explained the problem to the woman,def,1,shortDefinite,2579,48
FALSE,FALSE,non-alternating,4,4,Juan explained a man the problem,Juan explained the problem to a man,def,1,shortIndefinite,2580,99
FALSE,FALSE,non-alternating,4,4,John explained the man wearing the hat the story,John explained the story to the man wearing the hat,def,2,longDefinite,2581,50
FALSE,FALSE,non-alternating,4,4,Maria explained a man wearing a hat the story,Maria explained the story to a man wearing a hat,def,2,longIndefinite,2582,0
FALSE,FALSE,non-alternating,4,4,Linda explained him the story,Linda explained the story to him,def,2,pronoun,2583,51
FALSE,FALSE,non-alternating,4,4,Juan explained the woman the story,Juan explained the story to the woman,def,2,shortDefinite,2584,2
FALSE,FALSE,non-alternating,4,4,Mary explained a woman the story,Mary explained the story to a woman,def,2,shortIndefinite,2585,52
FALSE,FALSE,non-alternating,4,4,Maria explained the woman wearing the hat an idea,Maria explained an idea to the woman wearing the hat,indef,3,longDefinite,2586,3
FALSE,FALSE,non-alternating,4,4,Maria explained a woman from work an idea,Maria explained an idea to a woman from work,indef,3,longIndefinite,2587,53
FALSE,FALSE,non-alternating,4,4,Bob explained her an idea,Bob explained an idea to her,indef,3,pronoun,2588,4
FALSE,FALSE,non-alternating,4,4,Bob explained the woman an idea,Bob explained an idea to the woman,indef,3,shortDefinite,2589,55
FALSE,FALSE,non-alternating,4,4,Alice explained a man an idea,Alice explained an idea to a man,indef,3,shortIndefinite,2590,5
FALSE,FALSE,non-alternating,4,4,Michael explained the man who was from work some headlines,Michael explained some headlines to the man who was from work,indef,4,longDefinite,2591,56
FALSE,FALSE,non-alternating,4,4,Maria explained a man who was wearing a hat some headlines,Maria explained some headlines to a man who was wearing a hat,indef,4,longIndefinite,2592,7
FALSE,FALSE,non-alternating,4,4,Bob explained her some headlines,Bob explained some headlines to her,indef,4,pronoun,2593,57
FALSE,FALSE,non-alternating,4,4,Alice explained the woman some headlines,Alice explained some headlines to the woman,indef,4,shortDefinite,2594,8
FALSE,FALSE,non-alternating,4,4,Linda explained a man some headlines,Linda explained some headlines to a man,indef,4,shortIndefinite,2595,58
FALSE,FALSE,non-alternating,4,4,Michael explained the woman who was wearing the hat something,Michael explained something to the woman who was wearing the hat,something,5,longDefinite,2596,9
FALSE,FALSE,non-alternating,4,4,Linda explained a man wearing a hat something,Linda explained something to a man wearing a hat,something,5,longIndefinite,2597,60
FALSE,FALSE,non-alternating,4,4,Alice explained him something,Alice explained something to him,something,5,pronoun,2598,10
FALSE,FALSE,non-alternating,4,4,Mary explained the woman something,Mary explained something to the woman,something,5,shortDefinite,2599,61
FALSE,FALSE,non-alternating,4,4,Michael explained a man something,Michael explained something to a man,something,5,shortIndefinite,2600,12
FALSE,FALSE,non-alternating,5,5,Mary raised the woman who was from work the problem,Mary raised the problem to the woman who was from work,def,1,longDefinite,2601,62
FALSE,FALSE,non-alternating,5,5,John raised a man who was from work the problem,John raised the problem to a man who was from work,def,1,longIndefinite,2602,13
FALSE,FALSE,non-alternating,5,5,Michael raised her the problem,Michael raised the problem to her,def,1,pronoun,2603,63
FALSE,FALSE,non-alternating,5,5,Bob raised the woman the problem,Bob raised the problem to the woman,def,1,shortDefinite,2604,14
FALSE,FALSE,non-alternating,5,5,Michael raised a woman the problem,Michael raised the problem to a woman,def,1,shortIndefinite,2605,65
FALSE,FALSE,non-alternating,5,5,Juan raised the woman who was from work the ladder,Juan raised the ladder to the woman who was from work,def,2,longDefinite,2606,15
FALSE,FALSE,non-alternating,5,5,Juan raised a woman from work the ladder,Juan raised the ladder to a woman from work,def,2,longIndefinite,2607,66
FALSE,FALSE,non-alternating,5,5,Maria raised him the ladder,Maria raised the ladder to him,def,2,pronoun,2608,16
FALSE,FALSE,non-alternating,5,5,Bob raised the man the ladder,Bob raised the ladder to the man,def,2,shortDefinite,2609,67
FALSE,FALSE,non-alternating,5,5,Bob raised a woman the ladder,Bob raised the ladder to a woman,def,2,shortIndefinite,2610,18
FALSE,FALSE,non-alternating,5,5,Juan raised the man who was from work a bucket,Juan raised a bucket to the man who was from work,indef,3,longDefinite,2611,68
FALSE,FALSE,non-alternating,5,5,Alice raised a man from work a bucket,Alice raised a bucket to a man from work,indef,3,longIndefinite,2612,19
FALSE,FALSE,non-alternating,5,5,Mary raised him a bucket,Mary raised a bucket to him,indef,3,pronoun,2613,70
FALSE,FALSE,non-alternating,5,5,Michael raised the woman a bucket,Michael raised a bucket to the woman,indef,3,shortDefinite,2614,20
FALSE,FALSE,non-alternating,5,5,Maria raised a man a bucket,Maria raised a bucket to a man,indef,3,shortIndefinite,2615,71
TRUE,FALSE,non-alternating,5,5,Alice raised the man who was from work her hand,Alice raised her hand to the man who was from work,indef,4,longDefinite,2616,21
TRUE,FALSE,non-alternating,5,5,Maria raised a woman who was wearing a hat her hand,Maria raised her hand to a woman who was wearing a hat,indef,4,longIndefinite,2617,72
TRUE,FALSE,non-alternating,5,5,Mary raised him her hand,Mary raised her hand to him,indef,4,pronoun,2618,23
TRUE,FALSE,non-alternating,5,5,Alice raised the woman her hand,Alice raised her hand to the woman,indef,4,shortDefinite,2619,73
TRUE,FALSE,non-alternating,5,5,Mary raised a man her hand,Mary raised her hand to a man,indef,4,shortIndefinite,2620,24
FALSE,FALSE,non-alternating,5,5,Mary raised the man who was from work something,Mary raised something to the man who was from work,something,5,longDefinite,2621,75
FALSE,FALSE,non-alternating,5,5,John raised a woman who was wearing a hat something,John raised something to a woman who was wearing a hat,something,5,longIndefinite,2622,25
FALSE,FALSE,non-alternating,5,5,Bob raised her something,Bob raised something to her,something,5,pronoun,2623,76
FALSE,FALSE,non-alternating,5,5,Michael raised the man something,Michael raised something to the man,something,5,shortDefinite,2624,26
FALSE,FALSE,non-alternating,5,5,Linda raised a man something,Linda raised something to a man,something,5,shortIndefinite,2625,77
FALSE,FALSE,non-alternating,6,6,Michael returned the man from work the book,Michael returned the book to the man from work,def,1,longDefinite,2626,28
FALSE,FALSE,non-alternating,6,6,Juan returned a woman wearing a hat the book,Juan returned the book to a woman wearing a hat,def,1,longIndefinite,2627,78
FALSE,FALSE,non-alternating,6,6,John returned her the book,John returned the book to her,def,1,pronoun,2628,29
FALSE,FALSE,non-alternating,6,6,Juan returned the man the book,Juan returned the book to the man,def,1,shortDefinite,2629,79
FALSE,FALSE,non-alternating,6,6,John returned a man the book,John returned the book to a man,def,1,shortIndefinite,2630,30
FALSE,FALSE,non-alternating,6,6,Juan returned the man wearing the hat the shirt,Juan returned the shirt to the man wearing the hat,def,2,longDefinite,2631,81
FALSE,FALSE,non-alternating,6,6,Bob returned a woman who was from work the shirt,Bob returned the shirt to a woman who was from work,def,2,longIndefinite,2632,31
FALSE,FALSE,non-alternating,6,6,Juan returned her the shirt,Juan returned the shirt to her,def,2,pronoun,2633,82
FALSE,FALSE,non-alternating,6,6,Juan returned the man the shirt,Juan returned the shirt to the man,def,2,shortDefinite,2634,33
FALSE,FALSE,non-alternating,6,6,Alice returned a man the shirt,Alice returned the shirt to a man,def,2,shortIndefinite,2635,83
FALSE,FALSE,non-alternating,6,6,John returned the man from work some containers,John returned some containers to the man from work,indef,3,longDefinite,2636,34
FALSE,FALSE,non-alternating,6,6,Michael returned a man from work some containers,Michael returned some containers to a man from work,indef,3,longIndefinite,2637,84
FALSE,FALSE,non-alternating,6,6,Linda returned him some containers,Linda returned some containers to him,indef,3,pronoun,2638,35
FALSE,FALSE,non-alternating,6,6,John returned the man some containers,John returned some containers to the man,indef,3,shortDefinite,2639,86
FALSE,FALSE,non-alternating,6,6,Mary returned a woman some containers,Mary returned some containers to a woman,indef,3,shortIndefinite,2640,36
FALSE,FALSE,non-alternating,6,6,John returned the man who was wearing the hat a favor,John returned a favor to the man who was wearing the hat,indef,4,longDefinite,2641,87
FALSE,FALSE,non-alternating,6,6,Alice returned a man who was wearing a hat a favor,Alice returned a favor to a man who was wearing a hat,indef,4,longIndefinite,2642,38
FALSE,FALSE,non-alternating,6,6,John returned her a favor,John returned a favor to her,indef,4,pronoun,2643,88
FALSE,FALSE,non-alternating,6,6,Michael returned the woman a favor,Michael returned a favor to the woman,indef,4,shortDefinite,2644,39
FALSE,FALSE,non-alternating,6,6,Maria returned a woman a favor,Maria returned a favor to a woman,indef,4,shortIndefinite,2645,89
FALSE,FALSE,non-alternating,6,6,Linda returned the man wearing the hat something,Linda returned something to the man wearing the hat,something,5,longDefinite,2646,40
FALSE,FALSE,non-alternating,6,6,Alice returned a man wearing a hat something,Alice returned something to a man wearing a hat,something,5,longIndefinite,2647,91
FALSE,FALSE,non-alternating,6,6,Maria returned him something,Maria returned something to him,something,5,pronoun,2648,41
FALSE,FALSE,non-alternating,6,6,Alice returned the man something,Alice returned something to the man,something,5,shortDefinite,2649,92
FALSE,FALSE,non-alternating,6,6,John returned a woman something,John returned something to a woman,something,5,shortIndefinite,2650,43
FALSE,FALSE,non-alternating,7,7,Maria described the woman who was wearing the hat the problem,Maria described the problem to the woman who was wearing the hat,def,1,longDefinite,2651,93
