takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,alternating,185,85,Mary ceded a man who was wearing a hat the point,Mary ceded the point to a man who was wearing a hat,def,1,longIndefinite,2102,3,-40.42829396901652,-28.647998827509582,-11.78029514150694
FALSE,FALSE,alternating,185,85,Alice ceded him the point,Alice ceded the point to him,def,1,pronoun,2103,53,-32.11859225016087,-26.796344400616363,-5.32224784954451
FALSE,FALSE,alternating,185,85,Maria ceded the woman the point,Maria ceded the point to the woman,def,1,shortDefinite,2104,4,-33.52988516772166,-32.60685524332803,-0.9230299243936315
FALSE,FALSE,alternating,185,85,Juan ceded a woman the point,Juan ceded the point to a woman,def,1,shortIndefinite,2105,55,-39.71973782684654,-34.604874436277896,-5.114863390568644
FALSE,FALSE,alternating,185,85,Bob ceded the man wearing the hat the floor,Bob ceded the floor to the man wearing the hat,def,2,longDefinite,2106,5,-40.01808662642725,-39.76219655026216,-0.2558900761650875
FALSE,FALSE,alternating,185,85,Alice ceded a man who was from work the floor,Alice ceded the floor to a man who was from work,def,2,longIndefinite,2107,56,-62.53867757413536,-45.910073455714155,-16.628604118421208
FALSE,FALSE,alternating,185,85,John ceded her the floor,John ceded the floor to her,def,2,pronoun,2108,6,-31.944011819548905,-25.706871354137547,-6.237140465411358
FALSE,FALSE,alternating,185,85,Alice ceded the woman the floor,Alice ceded the floor to the woman,def,2,shortDefinite,2109,57,-28.587527816649526,-30.95814036205411,2.370612545404583
FALSE,FALSE,alternating,185,85,Mary ceded a man the floor,Mary ceded the floor to a man,def,2,shortIndefinite,2110,8,-39.08905478217639,-29.841218357207254,-9.247836424969137
FALSE,FALSE,alternating,185,85,Alice ceded the man from work a case,Alice ceded a case to the man from work,indef,3,longDefinite,2111,58,-53.42483375035226,-44.690980575978756,-8.733853174373507
FALSE,FALSE,alternating,185,85,Alice ceded a woman wearing a hat a case,Alice ceded a case to a woman wearing a hat,indef,3,longIndefinite,2112,9,-54.25401283428073,-39.87673346302472,-14.377279371256009
FALSE,FALSE,alternating,185,85,Bob ceded her a case,Bob ceded a case to her,indef,3,pronoun,2113,60,-43.70187123725191,-40.93059168453328,-2.7712795527186245
FALSE,FALSE,alternating,185,85,Mary ceded the woman a case,Mary ceded a case to the woman,indef,3,shortDefinite,2114,10,-40.106142761185765,-42.146250990452245,2.0401082292664796
FALSE,FALSE,alternating,185,85,Michael ceded a man a case,Michael ceded a case to a man,indef,3,shortIndefinite,2115,61,-40.71503344969824,-41.7995567843318,1.084523334633559
FALSE,FALSE,alternating,185,85,Bob ceded the woman who was wearing the hat a win,Bob ceded a win to the woman who was wearing the hat,indef,4,longDefinite,2116,11,-47.80444620642811,-40.632033348083496,-7.1724128583446145
FALSE,FALSE,alternating,185,85,Juan ceded a man from work a win,Juan ceded a win to a man from work,indef,4,longIndefinite,2117,62,-52.59917862620205,-52.558573137037456,-0.040605489164590836
FALSE,FALSE,alternating,185,85,John ceded her a win,John ceded a win to her,indef,4,pronoun,2118,13,-36.56782694812864,-36.180564348585904,-0.387262599542737
FALSE,FALSE,alternating,185,85,Linda ceded the man a win,Linda ceded a win to the man,indef,4,shortDefinite,2119,63,-41.96844144258648,-39.45664540026337,-2.5117960423231125
FALSE,FALSE,alternating,185,85,Alice ceded a woman a win,Alice ceded a win to a woman,indef,4,shortIndefinite,2120,14,-46.562773051671684,-45.122770968824625,-1.4400020828470588
FALSE,FALSE,alternating,185,85,Linda ceded the man wearing the hat something,Linda ceded something to the man wearing the hat,something,5,longDefinite,2121,65,-50.6749695626786,-41.67189232651435,-9.003077236164245
FALSE,FALSE,alternating,185,85,Mary ceded a woman wearing a hat something,Mary ceded something to a woman wearing a hat,something,5,longIndefinite,2122,15,-52.448610668070614,-35.36407427629456,-17.084536391776055
FALSE,FALSE,alternating,185,85,John ceded her something,John ceded something to her,something,5,pronoun,2123,66,-33.19815357821062,-30.1549551745411,-3.043198403669521
FALSE,FALSE,alternating,185,85,Mary ceded the man something,Mary ceded something to the man,something,5,shortDefinite,2124,16,-30.848633844638243,-29.82058996730484,-1.0280438773334026
FALSE,FALSE,alternating,185,85,Michael ceded a woman something,Michael ceded something to a woman,something,5,shortIndefinite,2125,67,-50.52112792618573,-37.604543544352055,-12.916584381833673
FALSE,FALSE,alternating,186,86,Linda ferried the woman who was wearing the hat the supplies,Linda ferried the supplies to the woman who was wearing the hat,def,1,longDefinite,2126,18,-36.85935400624294,-22.9907076789641,-13.868646327278839
FALSE,FALSE,alternating,186,86,John ferried a woman who was wearing a hat the supplies,John ferried the supplies to a woman who was wearing a hat,def,1,longIndefinite,2127,68,-40.79536725219805,-19.951899298139324,-20.843467954058724
FALSE,FALSE,alternating,186,86,Juan ferried her the supplies,Juan ferried the supplies to her,def,1,pronoun,2128,19,-23.74090790563787,-22.060675147273287,-1.680232758364582
FALSE,FALSE,alternating,186,86,Alice ferried the woman the supplies,Alice ferried the supplies to the woman,def,1,shortDefinite,2129,69,-22.008016762905754,-23.977073596979608,1.9690568340738537
FALSE,FALSE,alternating,186,86,Alice ferried a man the supplies,Alice ferried the supplies to a man,def,1,shortIndefinite,2130,20,-34.13520334206987,-29.463850354331953,-4.671352987737919
FALSE,FALSE,alternating,186,86,Linda ferried the man who was from work the package,Linda ferried the package to the man who was from work,def,2,longDefinite,2131,71,-48.721554507967085,-31.030565251217922,-17.690989256749162
FALSE,FALSE,alternating,186,86,John ferried a woman from work the package,John ferried the package to a woman from work,def,2,longIndefinite,2132,21,-56.31869111675769,-25.762762421160005,-30.555928695597686
FALSE,FALSE,alternating,186,86,John ferried her the package,John ferried the package to her,def,2,pronoun,2133,72,-19.203004602808505,-15.829746348797926,-3.3732582540105795
FALSE,FALSE,alternating,186,86,Michael ferried the man the package,Michael ferried the package to the man,def,2,shortDefinite,2134,23,-18.33175648667384,-19.738276013478753,1.4065195268049138
FALSE,FALSE,alternating,186,86,Juan ferried a woman the package,Juan ferried the package to a woman,def,2,shortIndefinite,2135,73,-31.685981872025877,-29.018385929986835,-2.6675959420390427
FALSE,FALSE,alternating,186,86,John ferried the man who was from work some medicine,John ferried some medicine to the man who was from work,indef,3,longDefinite,2136,24,-64.94503130298108,-43.569163949927315,-21.375867353053764
FALSE,FALSE,alternating,186,86,Alice ferried a woman who was wearing a hat some medicine,Alice ferried some medicine to a woman who was wearing a hat,indef,3,longIndefinite,2137,74,-45.07947261095978,-30.72279668453848,-14.356675926421303
FALSE,FALSE,alternating,186,86,Bob ferried her some medicine,Bob ferried some medicine to her,indef,3,pronoun,2138,25,-22.34302874538116,-26.610336167388596,4.267307422007434
FALSE,FALSE,alternating,186,86,John ferried the woman some medicine,John ferried some medicine to the woman,indef,3,shortDefinite,2139,76,-30.9251865753904,-27.444726986344904,-3.480459589045495
FALSE,FALSE,alternating,186,86,Maria ferried a man some medicine,Maria ferried some medicine to a man,indef,3,shortIndefinite,2140,26,-33.1744500589557,-33.14040257234592,-0.0340474866097793
FALSE,FALSE,alternating,186,86,Michael ferried the man who was from work some goods,Michael ferried some goods to the man who was from work,indef,4,longDefinite,2141,77,-50.61000659991987,-35.685785985333496,-14.924220614586375
FALSE,FALSE,alternating,186,86,Juan ferried a man who was from work some goods,Juan ferried some goods to a man who was from work,indef,4,longIndefinite,2142,28,-55.14314366085455,-37.5539165554801,-17.589227105374448
FALSE,FALSE,alternating,186,86,Mary ferried him some goods,Mary ferried some goods to him,indef,4,pronoun,2143,78,-21.19518875668291,-23.255979842928355,2.0607910862454446
FALSE,FALSE,alternating,186,86,Alice ferried the woman some goods,Alice ferried some goods to the woman,indef,4,shortDefinite,2144,29,-23.858496239874512,-30.336306630466424,6.477810390591912
FALSE,FALSE,alternating,186,86,Maria ferried a woman some goods,Maria ferried some goods to a woman,indef,4,shortIndefinite,2145,79,-31.322591590927914,-35.61248200639966,4.289890415471746
FALSE,FALSE,alternating,186,86,Juan ferried the woman who was from work something,Juan ferried something to the woman who was from work,something,5,longDefinite,2146,30,-42.513306147418916,-36.52083299588412,-5.992473151534796
FALSE,FALSE,alternating,186,86,Bob ferried a man from work something,Bob ferried something to a man from work,something,5,longIndefinite,2147,81,-48.564437941648066,-30.67536975769326,-17.889068183954805
FALSE,FALSE,alternating,186,86,Alice ferried him something,Alice ferried something to him,something,5,pronoun,2148,31,-24.797611070098355,-20.59971761936322,-4.197893450735137
FALSE,FALSE,alternating,186,86,Bob ferried the woman something,Bob ferried something to the woman,something,5,shortDefinite,2149,82,-29.199008777271956,-26.47491371864453,-2.7240950586274266
FALSE,FALSE,alternating,186,86,Alice ferried a man something,Alice ferried something to a man,something,5,shortIndefinite,2150,33,-37.30655846837908,-29.56610269844532,-7.74045576993376
FALSE,FALSE,alternating,187,87,Alice lugged the man from work the wood,Alice lugged the wood to the man from work,def,1,longDefinite,2151,83,-61.051190638914704,-35.83812636323273,-25.213064275681973
FALSE,FALSE,alternating,187,87,Juan lugged a woman wearing a hat the wood,Juan lugged the wood to a woman wearing a hat,def,1,longIndefinite,2152,34,-53.4412702252157,-26.018447114445735,-27.42282311076997
FALSE,FALSE,alternating,187,87,Juan lugged her the wood,Juan lugged the wood to her,def,1,pronoun,2153,84,-28.51448501739651,-22.566800861270167,-5.947684156126343
FALSE,FALSE,alternating,187,87,Michael lugged the woman the wood,Michael lugged the wood to the woman,def,1,shortDefinite,2154,35,-21.909375272109173,-23.36078476847615,1.4514094963669777
FALSE,FALSE,alternating,187,87,Juan lugged a man the wood,Juan lugged the wood to a man,def,1,shortIndefinite,2155,86,-40.67472917237319,-29.456574375508353,-11.218154796864837
FALSE,FALSE,alternating,187,87,John lugged the woman who was from work the suitcase,John lugged the suitcase to the woman who was from work,def,2,longDefinite,2156,36,-54.65729413041845,-27.8182695217547,-26.83902460866375
FALSE,FALSE,alternating,187,87,Alice lugged a man wearing a hat the suitcase,Alice lugged the suitcase to a man wearing a hat,def,2,longIndefinite,2157,87,-45.533700067782775,-20.467794746044092,-25.065905321738683
FALSE,FALSE,alternating,187,87,Bob lugged her the suitcase,Bob lugged the suitcase to her,def,2,pronoun,2158,37,-21.459500380442478,-19.587567730864976,-1.8719326495775022
FALSE,FALSE,alternating,187,87,John lugged the man the suitcase,John lugged the suitcase to the man,def,2,shortDefinite,2159,88,-18.75770588812884,-20.185924949182663,1.4282190610538237
FALSE,FALSE,alternating,187,87,John lugged a woman the suitcase,John lugged the suitcase to a woman,def,2,shortIndefinite,2160,39,-38.776994159212336,-26.251656689797528,-12.525337469414808
FALSE,FALSE,alternating,187,87,Bob lugged the man who was from work some water,Bob lugged some water to the man who was from work,indef,3,longDefinite,2161,89,-50.73483586637303,-36.11224552243948,-14.622590343933553
FALSE,FALSE,alternating,187,87,Mary lugged a woman from work some water,Mary lugged some water to a woman from work,indef,3,longIndefinite,2162,40,-53.85217050742358,-31.132704766117968,-22.719465741305612
FALSE,FALSE,alternating,187,87,Linda lugged him some water,Linda lugged some water to him,indef,3,pronoun,2163,91,-17.211076658801176,-23.022434980608523,5.811358321807347
FALSE,FALSE,alternating,187,87,Alice lugged the woman some water,Alice lugged some water to the woman,indef,3,shortDefinite,2164,41,-16.249487806111574,-27.87283636664506,11.623348560533486
FALSE,FALSE,alternating,187,87,Michael lugged a woman some water,Michael lugged some water to a woman,indef,3,shortIndefinite,2165,92,-27.53216424002312,-31.093015690683387,3.560851450660266
FALSE,FALSE,alternating,187,87,Maria lugged the woman who was wearing the hat some groceries,Maria lugged some groceries to the woman who was wearing the hat,indef,4,longDefinite,2166,42,-35.455468817497604,-26.906479079800192,-8.548989737697411
FALSE,FALSE,alternating,187,87,Mary lugged a woman from work some groceries,Mary lugged some groceries to a woman from work,indef,4,longIndefinite,2167,93,-51.92262956965715,-29.287098148604855,-22.635531421052292
FALSE,FALSE,alternating,187,87,Bob lugged her some groceries,Bob lugged some groceries to her,indef,4,pronoun,2168,44,-17.579426059499383,-24.395325371297076,6.815899311797693
FALSE,FALSE,alternating,187,87,John lugged the man some groceries,John lugged some groceries to the man,indef,4,shortDefinite,2169,94,-17.106793175684288,-26.265979425399564,9.159186249715276
FALSE,FALSE,alternating,187,87,Mary lugged a woman some groceries,Mary lugged some groceries to a woman,indef,4,shortIndefinite,2170,45,-30.830892350291833,-32.92541275010444,2.094520399812609
FALSE,FALSE,alternating,187,87,Bob lugged the woman wearing the hat something,Bob lugged something to the woman wearing the hat,something,5,longDefinite,2171,96,-44.423137789126486,-31.547868124209344,-12.875269664917141
FALSE,FALSE,alternating,187,87,Linda lugged a woman wearing a hat something,Linda lugged something to a woman wearing a hat,something,5,longIndefinite,2172,46,-43.12426291964948,-26.589405400387477,-16.534857519262005
FALSE,FALSE,alternating,187,87,Alice lugged him something,Alice lugged something to him,something,5,pronoun,2173,97,-26.29435360035859,-22.216900590108708,-4.077453010249883
FALSE,FALSE,alternating,187,87,Alice lugged the woman something,Alice lugged something to the woman,something,5,shortDefinite,2174,47,-29.23558786814101,-25.755246393498965,-3.480341474642046
